"rcp","mgmt_scenario","feed_scenario","prop2maq","year","catch_mt","catch_ff_mt","catch_ff_mt_maq"
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2080,92147335.9827678,16586520.4768982,3516342.34110242
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2081,92066494.5585907,16571969.0205463,3513257.43235582
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2082,91996405.3199618,16559352.9575931,3510582.82700974
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2083,91933661.5446689,16548059.0780404,3508188.52454457
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2084,91878218.6935697,16538079.3648425,3506072.82534662
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2085,91825893.8896115,16528660.9001301,3504076.11082757
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2086,91775791.7677617,16519642.5181971,3502164.21385779
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2087,91726221.6272564,16510719.8929062,3500272.61729611
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2088,91678036.0761858,16502046.4937134,3498433.85666725
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2089,91632761.4598174,16493897.0627671,3496706.17730664
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2090,91593463.4465843,16486823.4203852,3495206.56512166
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2091,91562995.0785344,16481339.1141362,3494043.89219687
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2092,91541218.9556073,16477419.4120093,3493212.91534598
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2093,91524231.5893877,16474361.6860898,3492564.67745104
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2094,91507952.0397535,16471431.3671556,3491943.449837
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2095,91487640.2913361,16467775.2524405,3491168.35351739
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2096,91458174.2559229,16462471.3660661,3490043.92960602
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2097,91415076.7633352,16454713.8174003,3488399.32928887
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2098,91354170.3961172,16443750.6713011,3486075.14231584
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2099,91271222.2998322,16428820.0139698,3482909.8429616
"RCP 4.5","Reformed fisheries management","BAU feed use",0.212,2100,91162041.5558794,16409167.4800583,3478743.50577236
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2012,77094060.5545275,13876930.899815,2941909.35076077
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2013,86803463.5994419,15624623.4478995,3312420.1709547
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2014,92857506.1276918,16714351.1029845,3543442.43383272
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2015,98303386.6430386,17694609.595747,3751257.23429836
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2016,95913871.0297016,17264496.7853463,3660073.31849342
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2017,94288835.5092881,16971990.3916719,3598061.96303443
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2018,93119498.7171043,16761509.7690788,3553440.0710447
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2019,92228606.2655984,16601149.1278077,3519443.61509523
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2020,91504533.7213215,16470816.0698379,3491813.00680563
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2021,90342699.7513749,16261685.9552475,3447477.42251247
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2022,89405493.702724,16092988.8664903,3411713.63969595
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2023,88632178.0399967,15953792.0471994,3382203.91400628
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2024,87983689.6601152,15837064.1388207,3357457.59743
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2025,87434405.9882661,15738193.0778879,3336496.93251224
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2026,86895450.9398991,15641181.1691818,3315930.40786655
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2027,86458490.4606596,15562528.2829187,3299255.99597877
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2028,86094056.1763088,15496930.1117356,3285349.18368794
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2029,85780859.7328606,15440554.7519149,3273397.60740596
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2030,85494186.5391765,15388953.5770518,3262458.15833498
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2031,85172649.918026,15331076.9852447,3250188.32087187
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2032,84845970.500316,15272274.6900569,3237722.23429206
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2033,84505534.7780614,15210996.2600511,3224731.20713082
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2034,84149620.5562339,15146931.7001221,3211149.52042589
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2035,83777242.2433867,15079903.6038096,3196939.56400764
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2036,83365493.3712175,15005788.8068192,3181227.22704566
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2037,82968176.3027177,14934271.7344892,3166065.60771171
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2038,82591116.3243595,14866400.9383847,3151676.99893756
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2039,82232673.9840897,14801881.3171362,3137998.83923286
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2040,81892294.1370513,14740612.9446692,3125009.94426988
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2041,81420039.5486511,14655607.1187572,3106988.70917653
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2042,81000587.0528966,14580105.6695214,3090982.40193853
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2043,80619428.3535695,14511497.1036425,3076437.38597221
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2044,80266631.6621631,14447993.6991894,3062974.66422815
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2045,79934988.3725673,14388297.9070621,3050319.15629717
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2046,79617909.8735923,14331223.7772466,3038219.44077628
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2047,79313498.4248503,14276429.7164731,3026603.09989229
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2048,79018164.3917054,14223269.590507,3015333.15318748
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2049,78727606.7043062,14170969.2067751,3004245.47183632
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2050,78437593.9702095,14118766.9146377,2993178.5859032
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2051,78135436.1223338,14064378.5020201,2981648.24242826
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2052,77815461.5017492,14006783.0703149,2969438.01090675
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2053,77465997.2711697,13943879.5088105,2956102.45586783
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2054,77076847.3736635,13873832.5272594,2941252.495779
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2055,76638239.7405784,13794883.1533041,2924515.22850047
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2056,76085021.7327303,13695303.9118915,2903404.42932099
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2057,75525911.7392047,13594664.1130568,2882068.79196805
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2058,74987045.5961848,13497668.2073133,2861505.65995041
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2059,74491077.1463095,13408393.8863357,2842579.50390317
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2060,74057986.5511097,13330437.5791998,2826052.76679035
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2061,73666346.1482105,13259942.3066779,2811107.76901571
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2062,73340278.28339,13201250.0910102,2798665.01929416
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2063,73051434.9934818,13149258.2988267,2787642.75935127
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2064,72771646.2269219,13098896.3208459,2776966.02001934
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2065,72474302.7400627,13045374.4932113,2765619.39256079
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2066,72125683.1142368,12982622.9605626,2752316.06763928
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2067,71753297.7231415,12915593.5901655,2738105.84111508
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2068,71371729.5110753,12846911.3119936,2723545.19814264
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2069,70997858.7359468,12779614.5724704,2709278.28936373
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2070,70647864.4950443,12716615.609108,2695922.50913089
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2071,70312541.6981197,12656257.5056616,2683126.59120025
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2072,70017554.0698099,12603159.7325658,2671869.86330395
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2073,69756696.0363914,12556205.2865505,2661915.5207487
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2074,69521544.3374288,12513877.9807372,2652942.13191628
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2075,69304987.742737,12474897.7936927,2644678.33226285
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2076,69087759.2533849,12435796.6656093,2636388.89310917
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2077,68888779.21512,12399980.2587216,2628795.81484898
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2078,68704071.7245246,12366732.9104144,2621747.37700786
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2079,68530296.3718251,12335453.3469285,2615116.10954884
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2080,68364309.5598943,12305575.720781,2608782.05280557
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2081,68185445.3767859,12273380.1678215,2601956.59557815
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2082,68018975.8880612,12243415.659851,2595604.11988842
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2083,67862753.0387615,12215295.5469771,2589642.65595914
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2084,67715064.8514592,12188711.6732626,2584006.87473168
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2085,67574611.572935,12163430.0831283,2578647.1776232
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2086,67438561.0629909,12138940.9913384,2573455.49016373
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2087,67310305.4443739,12115854.9799873,2568561.25575731
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2088,67190590.8921055,12094306.360579,2563992.94844275
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2089,67080126.8909823,12074422.8403768,2559777.64215989
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2090,66979951.7262262,12056391.3107207,2555954.95787279
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2091,66890694.4930879,12040325.0087558,2552548.90185623
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2092,66811291.9660803,12026032.5538945,2549518.90142562
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2093,66738719.6960282,12012969.5452851,2546749.54360043
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2094,66669436.8226304,12000498.6280735,2544105.70915158
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2095,66599744.2545929,11987953.9658267,2541446.24075527
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2096,66525775.4947579,11974639.5890564,2538623.59287996
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2097,66444539.6209701,11960017.1317746,2535523.63193622
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2098,66353039.1609184,11943547.0489653,2532031.97438065
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2099,66248306.7769704,11924695.2198547,2528035.38660919
"RCP 4.5","BAU fisheries management","BAU feed use",0.212,2100,66127306.5366701,11902915.1766006,2523418.01743933
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2012,77094060.5545275,13876930.899815,2941909.35076077
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2013,71478026.7497535,12866044.8149556,2727601.50077059
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2014,70669986.3565912,12720597.5441864,2696766.67936752
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2015,70394753.6707659,12671055.6607379,2686263.80007643
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2016,70556636.8118401,12700194.6261312,2692441.26073982
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2017,70947016.7266447,12770463.0107961,2707338.15828876
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2018,71576861.7780135,12883835.1200424,2731373.045449
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2019,72230330.0132361,13001459.4023825,2756309.39330509
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2020,73044432.1743386,13147997.7913809,2787375.53177276
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2021,74081747.7285262,13334714.5911347,2826959.49332056
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2022,75384545.873064,13569218.2571515,2876674.27051613
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2023,76960589.2498935,13852906.0649808,2936816.08577594
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2024,78793025.3702603,14182744.5666469,3006741.84812913
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2025,80833259.2876974,14549986.6717855,3084597.17441853
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2026,82998702.8185945,14939766.507347,3167230.49955756
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2027,85195326.3503741,15335158.7430673,3251053.65353028
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2028,87316292.3943419,15716932.6309815,3331989.71776809
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2029,89266860.0093284,16068034.8016791,3406423.37795597
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2030,90980819.7670988,16376547.5580778,3471828.08231249
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2031,92435470.7997203,16638384.7439497,3527337.56571733
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2032,93633990.1519441,16854118.22735,3573073.06419819
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2033,94604064.1682432,17028731.5502838,3610091.08866016
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2034,95380460.031561,17168482.805681,3639718.35480437
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2035,95996471.8777084,17279364.9379875,3663225.36685335
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2036,96481636.0490841,17366694.4888351,3681739.23163305
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2037,96868381.850619,17436308.7331114,3696497.45141962
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2038,97179496.6933637,17492309.4048055,3708369.59381876
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2039,97434067.1989292,17538132.0958073,3718084.00431114
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2040,97647129.5501831,17576483.319033,3726214.46363499
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2041,97830278.2123296,17609450.0782193,3733203.4165825
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2042,97989748.5705158,17638154.7426928,3739288.80545088
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2043,98130094.1050904,17663416.9389163,3744644.39105025
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2044,98253210.9037866,17685577.9626816,3749342.5280885
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2045,98359947.3345889,17704790.520226,3753415.59028792
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2046,98449551.716556,17720919.3089801,3756834.89350378
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2047,98519422.5813934,17733496.0646508,3759501.16570598
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2048,98561058.3181936,17740990.4972749,3761089.98542227
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2049,98567788.0770571,17742201.8538703,3761346.7930205
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2050,98532962.0694706,17735933.1725047,3760017.832571
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2051,98451978.1020852,17721356.0583753,3756927.48437557
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2052,98324035.7219873,17698326.4299577,3752045.20315104
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2053,98162933.8082479,17669328.0854846,3745897.55412274
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2054,97980419.9000461,17636475.5820083,3738932.82338576
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2055,97789512.2888815,17602112.2119987,3731647.78894372
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2056,97596605.124207,17567388.9223573,3724286.45153974
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2057,97430230.6101065,17537441.5098192,3717937.60008166
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2058,97286348.7387589,17511542.7729766,3712447.06787104
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2059,97159707.9791941,17488747.4362549,3707614.45648605
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2060,97043477.9068275,17467826.023229,3703179.11692454
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2061,96927017.0185593,17446863.0633407,3698734.96942822
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2062,96799264.2934388,17423867.572819,3693859.92543763
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2063,96648096.5598276,17396657.380769,3688091.36472302
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2064,96458904.43464,17362602.7982352,3680871.79322587
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2065,96216567.3315302,17318982.1196754,3671624.20937119
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2066,95909079.1266809,17263634.2428026,3659890.45947414
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2067,95526874.531419,17194837.4156554,3645305.53211895
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2068,95091240.4795042,17116423.2863108,3628681.73669788
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2069,94616110.5818748,17030899.9047375,3610550.77980434
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2070,94121697.9093431,16941905.6236818,3591683.99222053
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2071,93628530.5447333,16853135.498052,3572864.72558702
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2072,93156704.6948544,16768206.8450738,3554859.85115565
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2073,92720068.3116364,16689612.2960946,3538197.80677204
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2074,92318426.2306375,16617316.7215147,3522871.14496113
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2075,91943566.2783639,16549841.9301055,3508566.48918237
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2076,91587679.6721321,16485782.3409838,3494985.85628856
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2077,91240642.5649689,16423315.6616944,3481742.92027922
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2078,90896385.6354231,16361349.4143762,3468606.07584775
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2079,90557843.2425022,16300411.7836504,3455687.29813388
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2080,90231044.175686,16241587.9516235,3443216.64574418
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2081,89918780.2901953,16185380.4522352,3431300.65587385
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2082,89633770.5585573,16134078.7005403,3420424.68451455
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2083,89379369.6972181,16088286.5454993,3410716.74764584
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2084,89153153.3195642,16047567.5975216,3402084.33067457
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2085,88952824.7754357,16011508.4595784,3394439.79343063
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2086,88772768.579452,15979098.3443014,3387568.84899189
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2087,88612738.7137173,15950292.9684691,3381462.10931545
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2088,88461941.5177019,15923149.4731863,3375707.6883155
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2089,88312139.5704928,15896185.1226887,3369991.24601001
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2090,88154261.2310286,15867767.0215852,3363966.60857605
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2091,87979151.3763941,15836247.2477509,3357284.4165232
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2092,87781374.5581457,15800647.4204662,3349737.25313884
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2093,87569342.2735025,15762481.6092305,3341646.10115686
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2094,87349701.8841025,15722946.3391384,3333264.62389735
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2095,87131982.7247672,15683756.8904581,3324956.46077712
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2096,86936990.4128452,15648658.2743121,3317515.55415417
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2097,86761188.3157493,15617013.8968349,3310806.94612899
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2098,86607147.284788,15589286.5112619,3304928.74038751
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2099,86481714.5886378,15566708.6259548,3300142.22870242
"RCP 6.0","Reformed fisheries management","BAU feed use",0.212,2100,86394704.426999,15551046.7968598,3296821.92093428
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2012,77094060.5545275,13876930.899815,2941909.35076077
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2013,84483002.9657001,15206940.533826,3223871.39317112
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2014,92392207.0183121,16630597.2632962,3525686.61981879
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2015,98107041.6523372,17659267.4974207,3743764.70945319
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2016,96553618.0711149,17379651.2528007,3684486.06559375
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2017,95062082.6877227,17111174.8837901,3627569.0753635
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2018,94322601.4243837,16978068.2563891,3599350.47035448
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2019,93712123.7151077,16868182.2687194,3576054.64096851
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2020,93155725.2419001,16768030.543542,3554822.47523091
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2021,91949132.7132156,16550843.8883788,3508778.90433631
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2022,90964092.2050424,16373536.5969076,3471189.75854442
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2023,90134767.6777323,16224258.1819918,3439542.73458226
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2024,89413224.236351,16094380.3625432,3412008.63685916
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2025,88763637.0555853,15977454.6700054,3387220.39004113
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2026,88062689.77802,15851284.1600436,3360472.24192924
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2027,87447934.9577976,15740628.2924036,3337013.19798956
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2028,86901112.6644233,15642200.2795962,3316146.45927439
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2029,86409447.7740552,15553700.5993299,3297384.52705795
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2030,85963672.309057,15473461.0156303,3280373.73531362
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2031,85359370.9257529,15364686.7666355,3257313.59452673
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2032,84841313.9149124,15271436.5046842,3237544.53899306
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2033,84372589.04937,15187066.0288866,3219657.99812396
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2034,83946114.7794168,15110300.660295,3203383.73998254
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2035,83544232.0003658,15037961.7600658,3188047.89313396
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2036,83134050.8356221,14964129.150412,3172395.37988734
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2037,82738121.2254164,14892861.820575,3157286.70596189
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2038,82359549.7831613,14824718.960969,3142840.41972544
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2039,82001969.6633831,14760354.539409,3129195.1623547
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2040,81668926.5796165,14700406.784331,3116486.23827817
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2041,81347743.3457913,14642593.8022424,3104229.8860754
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2042,81053327.8347061,14589599.0102471,3092994.99017239
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2043,80781107.0716655,14540599.2728998,3082607.04585476
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2044,80526763.0490843,14494817.3488352,3072901.27795306
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2045,80286319.4102027,14451537.4938365,3063725.94869333
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2046,80028376.6481507,14405107.7966671,3053882.85289343
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2047,79781169.0436825,14360610.4278629,3044449.41070692
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2048,79538269.8648558,14316888.575674,3035180.3780429
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2049,79292063.7638559,14272571.4774941,3025785.15322874
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2050,79034106.4877673,14226139.1677981,3015941.5035732
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2051,78693687.5772748,14164863.7639095,3002951.11794881
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2052,78346403.2804488,14102352.5904808,2989698.74918193
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2053,77991353.4567862,14038443.6222215,2976150.04791096
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2054,77629601.5544796,13973328.2798063,2962345.59531894
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2055,77262790.2766965,13907302.2498054,2948348.07695874
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2056,76883158.0754749,13838968.4535855,2933861.31216012
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2057,76517823.3212524,13773208.1978254,2919920.13793899
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2058,76170141.2673167,13710625.428117,2906652.59076081
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2059,75840105.3237307,13651218.9582715,2894058.41915356
"RCP 6.0","BAU fisheries management","BAU feed use",0.212,2060,75526807.159669,13594825.2887404,2882102.96121297
